"","room","batch","round","condition","team","task","n","teamMeanViability","teamMedianViability","groupManipulationCheck","teamProportionFracture","teamMembers","viabilityZ","teamFracture","fracture"
"1","A",1553010760733,1,"masked","A","creative",3,68,70,0.333333333333333,0.333333333333333,"1559TOVM5N4ZfCCgAAAl, 4SeZrlFT8ziYW7gKAAAj, UjEH5Kua-bIYRGWNAAAm",1.44794106176039,FALSE,0
"2","A",1553010760733,3,"masked","B","creative",4,49.25,48.5,0.5,0.75,"4SeZrlFT8ziYW7gKAAAj, H8uRlcRTmhmLofAQAAA9, odEX9A3hHjUl4rJzAAAk, vQ8ygNfAUl9uM57iAAAU",-0.742208695525697,TRUE,1
"3","A",1553010760733,4,"masked","Ap","creative",3,70,70,0.333333333333333,0,"1559TOVM5N4ZfCCgAAAl, 4SeZrlFT8ziYW7gKAAAj, UjEH5Kua-bIYRGWNAAAm",1.68155703587091,FALSE,0
"4","A",1553019661611,3,"unmasked","B","creative",3,67.6666666666667,70,0,0,"ggOrR9m9bvD7DQtsAAAs, hh90jqEHdPsybu9OAAAN, tOvNhY775BD-YrVFAAA0",1.40900506607531,FALSE,0
"5","A",1553021461648,3,"masked","B","creative",3,49,54,0.333333333333333,0.333333333333333,"6v9ivd1gpe0WsjlkAAAN, w50D6C4MU-_zVsqaAAAU, ZT9lyX6WbvtyvE8xAAAi",-0.771410692289511,FALSE,0
"6","A",1553100662161,1,"unmasked","A","creative",4,57.75,57.5,0.25,0.25,"4t-ahDADaepcacHMAAAe, 6dY0REU3ILFF4xbNAAAV, nQU251nCzcjawjCCAAA5, NWKohphMVlnAaDi0AABD",0.250659194443997,FALSE,0
"7","A",1553100662161,2,"unmasked","B","creative",4,61,63,0,0.5,"17VyFyF2VQxNkld7AAA3, b1tlRgWiJtKIsFyXAABB, fJGhZVrcaAvd6WVzAAA7, NWKohphMVlnAaDi0AABD",0.630285152373586,TRUE,1
"8","A",1553100662161,3,"unmasked","B","creative",4,58,56,0.25,0,"-wwy0dUb_eUqV2SAAAA0, NWKohphMVlnAaDi0AABD, qRcZzGQ_zvyrDSRDAAA9, ZcfvTbQ_UfdGqOvNAAAE",0.279861191207812,FALSE,0
"9","A",1553100662161,4,"unmasked","Ap","creative",4,66.5,70,0.25,0,"4t-ahDADaepcacHMAAAe, 6dY0REU3ILFF4xbNAAAV, nQU251nCzcjawjCCAAA5, NWKohphMVlnAaDi0AABD",1.27272908117751,FALSE,0
"10","A",1553169662360,1,"unmasked","A","creative",3,54.6666666666667,59,0.666666666666667,0.666666666666667,"3ZUuhLNwyneoeaC2AAAU, EV0AVKpsfzkIhow5AAAY, WKGtwPgcTYpTIkJKAAAw",-0.109498765643049,TRUE,1
"11","A",1553169662360,3,"unmasked","B","creative",3,45,52,0.333333333333333,1,"9s_MrTL8wucLkmNMAAAP, JiPvfKrX6trPNFiQAAAp, l21_yCV6kDLuZsMVAAAH",-1.23864264051054,TRUE,1
"12","A",1553169662360,4,"unmasked","Ap","creative",3,58.6666666666667,56,0.666666666666667,0,"3ZUuhLNwyneoeaC2AAAU, EV0AVKpsfzkIhow5AAAY, WKGtwPgcTYpTIkJKAAAw",0.357733182577983,FALSE,0
"13","A",1553172662087,2,"masked","B","creative",3,49,59,0,0,"CaBGL-y6YjIM6iy8AAAQ, jea23vjGbRN3F_OcAAAJ, le2faIQ4dt3Vt8paAAAc",-0.771410692289511,FALSE,0
"14","A",1553174461586,1,"masked","A","creative",4,51.25,54.5,0.5,0.25,"73-CgYD9sq5TH9q4AAAc, oxrwZzz9Yxge-zpuAAAv, R5UZLNeGWd9IZcN8AABT, SdKzmAjL4pNRjowBAAAY",-0.508592721415181,FALSE,0
"15","A",1553174461586,2,"masked","B","creative",3,56.6666666666667,58,0,0,"73-CgYD9sq5TH9q4AAAc, G1I7uGyiDFUno7URAAAm, VXL440s1Cp9IWRzoAAAx",0.124117208467467,FALSE,0
"16","A",1553174461586,3,"masked","Ap","creative",4,49.25,54.5,0.5,0.75,"73-CgYD9sq5TH9q4AAAc, oxrwZzz9Yxge-zpuAAAv, R5UZLNeGWd9IZcN8AABT, SdKzmAjL4pNRjowBAAAY",-0.742208695525697,TRUE,1
"17","A",1553175061606,1,"unmasked","A","creative",3,58.6666666666667,55,0.333333333333333,0.333333333333333,"4MpvR385XeW3jUPaAAA3, eSbmg0bQnkZl2wcXAAAw, iA5MoziAxMj_0ZrRAAA0",0.357733182577983,FALSE,0
"18","A",1553175061606,2,"unmasked","B","creative",4,52.25,57,0.75,0,"9REjt8cYo5rS0FlhAAAu, eSbmg0bQnkZl2wcXAAAw, H2gkvoIdyBM8dPNbAAAr, pqsqTb0XOgy9I0UDAABC",-0.391784734359922,FALSE,0
"19","A",1553175061606,3,"unmasked","B","creative",4,64.5,68,0.5,0.25,"4cYlAPULuNep6ZmoAAA-, eSbmg0bQnkZl2wcXAAAw, G5s76epnOS116MvBAABA, Yq40y7elv5jTECmWAAAq",1.03911310706699,FALSE,0
"20","A",1553175061606,4,"unmasked","Ap","creative",3,65,67,0.333333333333333,0,"4MpvR385XeW3jUPaAAA3, eSbmg0bQnkZl2wcXAAAw, iA5MoziAxMj_0ZrRAAA0",1.09751710059462,FALSE,0
"21","A",1553176861652,2,"masked","B","creative",3,67.6666666666667,68,0.666666666666667,0.333333333333333,"0ffKXOjfPNPjoMXWAAAk, eZHAS-3iggDtUTK3AAAz, l7iNJfv-VJp3WlC9AAAs",1.40900506607531,FALSE,0
"22","A",1553176861652,4,"masked","B","creative",3,54,50,0.333333333333333,0,"5e5PzpcqJiJm2h5lAAAI, D7vgxRdfS2yuQUNqAAA0, RRCnr9GpDdzzRQbJAAAL",-0.187370757013221,FALSE,0
"23","A",1553177461720,1,"unmasked","B","creative",4,53.5,56.5,0.25,0.25,"bCpyJQ0AQmqT4OAJAAA5, GsJ1PrHplDMajlvOAAA8, HoETUyhg6dC_cHZDAAAl, LEKvf78i8nJwJpa5AAAn",-0.24577475054085,FALSE,0
"24","A",1553177461720,2,"unmasked","A","creative",4,47.75,46.5,0.5,0.25,"bIQoPwRRI4mDBRHwAAAw, DLBF3r24mQXRKM7oAAAm, LEKvf78i8nJwJpa5AAAn, vhjpgKWQiSbAItgcAAA-",-0.917420676108584,FALSE,0
"25","A",1553177461720,3,"unmasked","B","creative",3,65.3333333333333,67,0,0.333333333333333,"IIbKtyZxdqZdR03tAAAt, LEKvf78i8nJwJpa5AAAn, qnXlFOx0pII-iDvdAAAy",1.1364530962797,FALSE,0
"26","A",1553177461720,4,"unmasked","Ap","creative",4,62.5,62.5,0.5,0,"bIQoPwRRI4mDBRHwAAAw, DLBF3r24mQXRKM7oAAAm, LEKvf78i8nJwJpa5AAAn, vhjpgKWQiSbAItgcAAA-",0.805497132956473,FALSE,0
"27","A",1553179862174,1,"masked","B","creative",4,55.5,55.5,0.25,0,"kEdkEu5II5t1okv4AAAi, kgSIRZyPnrthyGhFAAA5, NiE1vpRWf3QZkvwvAAAJ, nOGBvl59IDRnv2ozAAAt",-0.0121587764303336,FALSE,0
"28","A",1553179862174,2,"masked","A","creative",4,50,49,0.25,0.5,"H9jhDM8JecGCUKLYAAAq, lDiXI339UUjddTTFAAAN, MfiwJ3s9uEAxXlqMAAA1, NiE1vpRWf3QZkvwvAAAJ",-0.654602705234253,TRUE,1
"29","A",1553179862174,3,"masked","B","creative",4,60.25,61,0.25,0.25,"4dfHlhWsW29VDlKOAAAT, lPfsAfZy_5AOmUi1AAAV, NiE1vpRWf3QZkvwvAAAJ, nyGL4DBjEBN6_29yAAAn",0.542679162082143,FALSE,0
"30","A",1553179862174,4,"masked","Ap","creative",4,63,66,0.25,0,"H9jhDM8JecGCUKLYAAAq, lDiXI339UUjddTTFAAAN, MfiwJ3s9uEAxXlqMAAA1, NiE1vpRWf3QZkvwvAAAJ",0.863901126484102,FALSE,0
"31","A",1553180462276,3,"unmasked","B","creative",3,31.3333333333333,38,0.666666666666667,1,"AVn4u6xUa-DE8oTgAAAl, sDJblKdqs5jKv8CRAAAr, VQe46pdBibgqcgybAAAe",-2.83501846359907,TRUE,1
"32","A",1553181661900,3,"unmasked","B","creative",3,56.3333333333333,56,0.666666666666667,0.333333333333333,"AlG7jFvdVpxLCec5AAA9, FdZnAorAsnbkAGDXAAAy, kjERfDKN5Bd5TkaMAAAv",0.0851812127823818,FALSE,0
"33","A",1553196062079,4,"masked","B","creative",3,40.3333333333333,37,0,0.666666666666667,"bc8gOuwQhkxwBS4VAAAg, cFQ35YbtbqmTv6HwAAAL, k1TEvSBAoI1k3VfhAAAq",-1.78374658010175,TRUE,1
"34","A",1553198462284,1,"masked","A","creative",3,55.6666666666667,50,0.666666666666667,0.333333333333333,"EdqYvTkCVg2DOAcDAAA7, hu_D99PbSt6w3VGzAAAt, XJdoUHWO8Ng2DupmAAAg",0.00730922141220915,FALSE,0
"35","A",1553198462284,2,"masked","B","creative",4,56.75,57,0.5,0.5,"Ddp-byWHb-2XOKEvAAAe, FK5YA_96ZnlNZ2OzAAAl, UhUBSMfnbGuqqXUoAAAy, XJdoUHWO8Ng2DupmAAAg",0.133851207388739,TRUE,1
"36","A",1553198462284,3,"masked","Ap","creative",3,62.6666666666667,60,0.666666666666667,0,"EdqYvTkCVg2DOAcDAAA7, hu_D99PbSt6w3VGzAAAt, XJdoUHWO8Ng2DupmAAAg",0.824965130799016,FALSE,0
"37","A",1553199661488,1,"masked","A","creative",3,55.6666666666667,55,0,0,"531AB2Hj00lS6U2RAAA0, Qo7t0gFaP5pjZ3h3AABK, tKY-lzfR2vmU04x-AAA1",0.00730922141220915,FALSE,0
"38","A",1553199661488,3,"masked","Ap","creative",3,59,56,0,0,"531AB2Hj00lS6U2RAAA0, Qo7t0gFaP5pjZ3h3AABK, tKY-lzfR2vmU04x-AAA1",0.39666917826307,FALSE,0
"39","A",1553200861903,1,"unmasked","B","creative",3,58.6666666666667,56,0.333333333333333,0,"8FmfqXu_J5IXvYHGAAAj, FOo4wMXeK81v5vOOAAAl, nB5rs3wK32ffUXKKAAAS",0.357733182577983,FALSE,0
"40","A",1553200861903,2,"unmasked","A","creative",3,46.6666666666667,56,0.666666666666667,0.666666666666667,"8FmfqXu_J5IXvYHGAAAj, Q4DBTgCBgwoHR7RoAABB, ZcZd23VVgyMeThQQAAA0",-1.04396266208511,TRUE,1
"41","A",1553200861903,3,"unmasked","B","creative",3,31.3333333333333,29,1,1,"8FmfqXu_J5IXvYHGAAAj, O673k6Gb8Xzhf0u_AAAx, zr9isbSDKK5ylIsDAAAm",-2.83501846359907,TRUE,1
"42","A",1553200861903,4,"unmasked","Ap","creative",3,47.3333333333333,56,0.666666666666667,0.333333333333333,"8FmfqXu_J5IXvYHGAAAj, Q4DBTgCBgwoHR7RoAABB, ZcZd23VVgyMeThQQAAA0",-0.966090670714941,FALSE,0
"43","A",1553201461913,2,"masked","A","creative",3,60,59,0.333333333333333,0.333333333333333,"g1Kup_uYB-biK1urAAA6, O4arWRUIvJPudR17AAAe, pHkzLMaZ7OEhJ-w4AAAX",0.513477165318328,FALSE,0
"44","A",1553201461913,3,"masked","B","creative",4,62.25,61.5,0.5,0,"07LScnp_zAkTNRsNAAAk, 28_sOhGFRc6TIsNuAAAL, O4arWRUIvJPudR17AAAe, VPW7m3yFYl6Ud9cfAAA0",0.776295136192659,FALSE,0
"45","A",1553201461913,4,"masked","Ap","creative",3,67.3333333333333,70,0.333333333333333,0,"g1Kup_uYB-biK1urAAA6, O4arWRUIvJPudR17AAAe, pHkzLMaZ7OEhJ-w4AAAX",1.37006907039022,FALSE,0
"46","A",1553947861412,1,"masked","A","cognative-conflic",3,65.3333333333333,64,0.333333333333333,0,"M4sxXYxQeDfhNoNxAAAE, PE-9gFVCer6yedYZAAAM, VLoQFs8Z77QSxxZbAAAv",1.1364530962797,FALSE,0
"47","A",1553947861412,2,"masked","B","cognative-conflic",4,57,55.5,0.25,0.75,"19xhz4Xq8DxfWSqDAAAn, 5ulpFCSybS9x1uhLAAAW, AOq2-rzsCx7T0AGFAAAs, M4sxXYxQeDfhNoNxAAAE",0.163053204152554,TRUE,1
"48","A",1553947861412,4,"masked","Ap","cognative-conflic",3,68.3333333333333,68,0.333333333333333,0,"M4sxXYxQeDfhNoNxAAAE, PE-9gFVCer6yedYZAAAM, VLoQFs8Z77QSxxZbAAAv",1.48687705744548,FALSE,0
"49","A",1553949061441,3,"masked","B","cognative-conflic",3,57.3333333333333,56,0,0,"d-dWb2AyvhwgJ7t6AAAK, hIBDLQV-Xb-JMe9UAAAG, km9iZnbb5-gdzllRAAAV",0.20198919983764,FALSE,0
"50","A",1553951462177,1,"unmasked","B","cognative-conflic",3,49.3333333333333,50,0.666666666666667,0,"kDDij7Ee-NnVKjTiAAAW, zcsnuU51Ynk1MVx7AAAA, ZFDTzZZFWui77TtPAAAb",-0.732474696604425,FALSE,0
"51","A",1553951462177,2,"unmasked","A","cognative-conflic",3,33,34,0.666666666666667,0.333333333333333,"8YABrXwNUlWHMaR6AAAN, OIT2fQRemTXCckJJAAAP, ZFDTzZZFWui77TtPAAAb",-2.64033848517364,FALSE,0
"52","A",1553951462177,4,"unmasked","Ap","cognative-conflic",3,47,47,0.666666666666667,0,"8YABrXwNUlWHMaR6AAAN, OIT2fQRemTXCckJJAAAP, ZFDTzZZFWui77TtPAAAb",-1.00502666640003,FALSE,0
"53","A",1553955062019,2,"unmasked","B","cognative-conflic",3,42.6666666666667,54,0.666666666666667,0.333333333333333,"4oWK4t-9qbc_zwKBAAAW, gyovbiBIz2RRZoJAAAAQ, X4wcDZnPy3rBPpzsAAAC",-1.51119461030615,FALSE,0
"54","A",1553962862223,1,"masked","A","creative",3,48,56,0.333333333333333,0,"A4Guj2Uq9hlHGkcZAAAh, Ci-02gHWKA-s2Yq8AAAf, kgfvSoypio6wPEzWAAAM",-0.88821867934477,FALSE,0
"55","A",1553962862223,3,"masked","B","creative",3,46,56,0.666666666666667,0.333333333333333,"kgfvSoypio6wPEzWAAAM, rVEToRLxj6Hqr_Z1AAAe, TpJnuLxsaqLveSSqAAAL",-1.12183465345529,FALSE,0
"56","A",1553962862223,4,"masked","Ap","creative",3,50,51,0.333333333333333,0.333333333333333,"A4Guj2Uq9hlHGkcZAAAh, Ci-02gHWKA-s2Yq8AAAf, kgfvSoypio6wPEzWAAAM",-0.654602705234253,FALSE,0
"57","A",1553963462236,1,"unmasked","B","creative",3,58.6666666666667,62,0,0.333333333333333,"8P53y2ehkcR5zlmOAAAe, N_XZ85Au_biY0QRXAAAR, v-cwizpDOxDJtf7aAAA3",0.357733182577983,FALSE,0
"58","A",1553963462236,3,"unmasked","B","creative",4,63,63,0.75,0.25,"54zfjbTkyiBNwBTVAAAx, 8P53y2ehkcR5zlmOAAAe, D0t05Q4XDdaVqX03AAAn, r5m5AlyuvNtKEmPDAAAX",0.863901126484102,FALSE,0
"59","A",1553964662265,1,"unmasked","A","creative",3,63.6666666666667,64,1,0,"_2hGy9xxchWOLNmjAAAn, 8XwtXJwgLuLMpcNBAAAc, mF4jrutVPAYX4jH-AAAh",0.941773117854274,FALSE,0
"60","A",1553964662265,3,"unmasked","Ap","creative",3,69.6666666666667,70,1,0,"_2hGy9xxchWOLNmjAAAn, 8XwtXJwgLuLMpcNBAAAc, mF4jrutVPAYX4jH-AAAh",1.64262104018582,FALSE,0
"61","A",1553964662265,4,"unmasked","B","creative",3,48.3333333333333,50,1,0.666666666666667,"_2hGy9xxchWOLNmjAAAn, IPrMOqgdh4B9ngLFAAAq, OgqPe0nMQ_pH29n1AAAo",-0.849282683659683,TRUE,1
"62","A",1553965262291,1,"masked","A","creative",3,51.3333333333333,52,0,0.666666666666667,"24KIuES6BjxLHs8MAAAp, ETRQ83igJn2BGgAyAAAX, kh0BW9h-8yXfPF1rAABN",-0.498858722493909,TRUE,1
"63","A",1553965262291,2,"masked","B","creative",3,60.6666666666667,59,0,0,"FnZNcR0gXdprH42pAABB, kh0BW9h-8yXfPF1rAABN, v4xD6STZpq7HzsRAAAAy",0.5913491566885,FALSE,0
"64","A",1553965262291,3,"masked","Ap","creative",3,61,60,0,0.333333333333333,"24KIuES6BjxLHs8MAAAp, ETRQ83igJn2BGgAyAAAX, kh0BW9h-8yXfPF1rAABN",0.630285152373586,FALSE,0
"65","A",1553965262291,4,"masked","B","creative",3,63.3333333333333,62,0,0,"hyRvhiBfZ_aER0J5AAAf, kh0BW9h-8yXfPF1rAABN, OTQ6gyIBri6YMjR8AAAg",0.902837122169189,FALSE,0
"66","A",1553965861830,1,"unmasked","A","cognative-conflic",4,51,48.5,0.5,0.5,"6YpVMY9ykbc__7qcAAAL, gzjA0vOV1IQN8bYsAAAz, L5x_PXKGebyDWMhnAAAs, wXPCHT7WinjoPcTiAAA5",-0.537794718178995,TRUE,1
"67","A",1553965861830,2,"unmasked","B","cognative-conflic",3,54,57,1,0.333333333333333,"8LFVyGvNL7B6wkcUAAAr, L5x_PXKGebyDWMhnAAAs, Wyu94xgSNjidJ4IZAAAd",-0.187370757013221,FALSE,0
"68","A",1553965861830,3,"unmasked","B","cognative-conflic",3,64.6666666666667,69,1,0.333333333333333,"KgW5v4xpYdJlMLSVAAA7, L5x_PXKGebyDWMhnAAAs, QdqUWJrv_2qOxSwkAAAi",1.05858110490953,FALSE,0
"69","A",1553965861830,4,"unmasked","Ap","cognative-conflic",4,51,50,0.5,0.5,"6YpVMY9ykbc__7qcAAAL, gzjA0vOV1IQN8bYsAAAz, L5x_PXKGebyDWMhnAAAs, wXPCHT7WinjoPcTiAAA5",-0.537794718178995,TRUE,1
"70","A",1553967661884,3,"unmasked","B","cognative-conflic",3,55.3333333333333,70,0.666666666666667,0.666666666666667,"8ljKMkxg4fbTTJg6AAAa, ee2f2wKmLG-TiMc_AAAC, X6kI-Uq-EBoNaZ7AAAAV",-0.0316267742728763,TRUE,1
"71","A",1553970661523,2,"masked","B","cognative-conflic",3,69,70,0.333333333333333,0,"IjyN6pjtF58Dl4fPAAAd, Of_bsC7GLyNuUkukAAAL, UgttWfjBWfWcRe6YAAAQ",1.56474904881565,FALSE,0
"72","A",1553971861554,2,"masked","B","cognative-conflic",3,55,56,0.333333333333333,0,"1LpEnLpMKEmT8tBaAAAf, IInJUOs-slSIqQ1RAAAP, o2ZyN9OTM2_Y8fnlAAAl",-0.0705627699579627,FALSE,0
"73","A",1553971861554,3,"masked","B","cognative-conflic",4,70,70,0,0,"1LpEnLpMKEmT8tBaAAAf, EX3-zNEDs_5KhuphAAAo, OTlKjBf5Twa6N-UaAAAp, PF5ylI4jhdIDeXA3AAAL",1.68155703587091,FALSE,0
"74","A",1553972461592,2,"masked","B","cognative-conflic",3,57,56,0.333333333333333,0.333333333333333,"6jW3SYEFo5PPgnWSAAAu, cjPcimmU_6Ij0QArAAAx, DRsuiIAVaSCnnq3SAAAo",0.163053204152554,FALSE,0
"75","A",1553973662021,1,"masked","A","cognative-conflic",4,58.25,58,0.75,0.25,"1C6jC3C8kLk-836aAAAk, E9CnP7Ll6SLyHfXPAAA8, rZvkDaofMueaEW8vAAAL, TFG72esST4OIeT50AAAV",0.309063187971626,FALSE,0
"76","A",1553973662021,2,"masked","B","cognative-conflic",4,56.5,55.5,0.25,0.25,"1C6jC3C8kLk-836aAAAk, EO6DLRswjnP7SjVhAAAx, g8Xa8YqoK3T5BxjnAAAl, zdOfICVGRWA8AX_oAAA2",0.104649210624925,FALSE,0
"77","A",1553973662021,4,"masked","Ap","cognative-conflic",4,61.5,62,0.75,0,"1C6jC3C8kLk-836aAAAk, E9CnP7Ll6SLyHfXPAAA8, rZvkDaofMueaEW8vAAAL, TFG72esST4OIeT50AAAV",0.688689145901215,FALSE,0
"78","A",1553974262035,1,"unmasked","A","cognative-conflic",4,59.5,59,0.75,0,"d6GuK5dCmmickYExAAAG, dIzr7om_gITQ94IpAAAa, gmq99bkwx229Dvk4AAAf, if20Vbt_FmcC6HW0AAA4",0.455073171790699,FALSE,0
"79","A",1553974262035,3,"unmasked","Ap","cognative-conflic",4,67.75,70,0.75,0,"d6GuK5dCmmickYExAAAG, dIzr7om_gITQ94IpAAAa, gmq99bkwx229Dvk4AAAf, if20Vbt_FmcC6HW0AAA4",1.41873906499658,FALSE,0
"80","A",1553974262035,4,"unmasked","B","cognative-conflic",4,52,57,0.75,0.5,"1rj-arvtanKQBD16AAA0, gmq99bkwx229Dvk4AAAf, MONxT1hffPZlQ09hAAAg, P_NVRl4j5x81osTMAAA6",-0.420986731123737,TRUE,1
"81","A",1553976061391,1,"masked","A","cognative-conflic",3,51,51,0,0.666666666666667,"DoqIG3XohM3V7YzvAAAz, OQ0fp1oexq6nViSAAAAx, RIdBBCRDpoFzfFhlAAAo",-0.537794718178995,TRUE,1
"82","A",1553976061391,2,"masked","B","cognative-conflic",3,68,69,0,0.333333333333333,"6h8GQVfR72qSKep_AAAL, DoqIG3XohM3V7YzvAAAz, hy6LCGPC4BcZjqKBAAAv",1.44794106176039,FALSE,0
"83","A",1553976061391,3,"masked","Ap","cognative-conflic",3,59.6666666666667,60,0,0.333333333333333,"DoqIG3XohM3V7YzvAAAz, OQ0fp1oexq6nViSAAAAx, RIdBBCRDpoFzfFhlAAAo",0.474541169633242,FALSE,0
"84","A",1553976061391,4,"masked","B","cognative-conflic",3,57,56,0,0,"65mr24gmCiYNzZJBAAAa, DoqIG3XohM3V7YzvAAAz, trJDYI4Fnuu9VYNQAAAG",0.163053204152554,FALSE,0
"85","A",1553976662210,1,"unmasked","A","cognative-conflic",4,63.25,63.5,0.25,0.5,"bO5PfDiawGDHtkgkAAA4, Gc5P8Q2YjeWICGJJAAAi, qO_pbs-h1ZJ3qMnyAAAl, SAqfEaoCwqdj03QCAAAK",0.893103123247917,TRUE,1
"86","A",1553976662210,2,"unmasked","B","cognative-conflic",4,57.75,62,0.5,0,"6UVLWObNSM271IkHAAAv, LQcaDS22kjbe2ycKAAAd, MX76dWpWP_vYSz8SAAAc, SAqfEaoCwqdj03QCAAAK",0.250659194443997,FALSE,0
"87","A",1553976662210,3,"unmasked","Ap","cognative-conflic",4,68.25,70,0.25,0.25,"bO5PfDiawGDHtkgkAAA4, Gc5P8Q2YjeWICGJJAAAi, qO_pbs-h1ZJ3qMnyAAAl, SAqfEaoCwqdj03QCAAAK",1.47714305852421,FALSE,0
"88","A",1553976662210,4,"unmasked","B","cognative-conflic",4,65.75,67.5,0.5,0.25,"59JJJtCgMuMGgtjHAAAF, Rh9B8szlqwn_qDbyAAA6, SAqfEaoCwqdj03QCAAAK, uyn8UR2_vAMO6_DSAAAX",1.18512309088606,FALSE,0
"89","A",1553977861621,1,"masked","A","cognative-conflic",3,56,53,0,0.666666666666667,"hZI1G-yXjYN6ByBwAAAM, NtCHrxja22OfWsHhAAAx, X2oxOti1BH7aUDUCAAAV",0.0462452170972955,TRUE,1
"90","A",1553977861621,3,"masked","Ap","cognative-conflic",3,67.3333333333333,70,0,0,"hZI1G-yXjYN6ByBwAAAM, NtCHrxja22OfWsHhAAAx, X2oxOti1BH7aUDUCAAAV",1.37006907039022,FALSE,0
"91","A",1553979061651,1,"masked","A","cognative-conflic",3,58.3333333333333,55,0.333333333333333,0.333333333333333,"_w25oUFCxTaEGE7rAAAi, lpY1MakdiHA9lZKJAAAW, oIz9crmAS26HoGLrAAAv",0.318797186892898,FALSE,0
"92","A",1553979061651,3,"masked","Ap","cognative-conflic",3,70,70,0.333333333333333,0,"_w25oUFCxTaEGE7rAAAi, lpY1MakdiHA9lZKJAAAW, oIz9crmAS26HoGLrAAAv",1.68155703587091,FALSE,0
"93","A",1554033661603,1,"unmasked","A","cognative-conflic",3,47.6666666666667,47,1,0.333333333333333,"jnW1tFyKHUiW-VIDAAAC, rfeweOxBsVfObBsEAAAA, Wucd1cYD43FGpQUQAAAe",-0.927154675029856,FALSE,0
"94","A",1554033661603,2,"unmasked","B","cognative-conflic",3,47.3333333333333,59,0.666666666666667,0.666666666666667,"ELE19YDa22Jov4pSAAAO, R9PVrhmmu0wWZ6JmAAAY, rfeweOxBsVfObBsEAAAA",-0.966090670714941,TRUE,1
"95","A",1554033661603,3,"unmasked","B","cognative-conflic",3,41.6666666666667,40,1,0.333333333333333,"7Nzb7jLUjkNkIpf9AAAB, rfeweOxBsVfObBsEAAAA, rJJUVggNpNBwS6t7AAAV",-1.6280025973614,FALSE,0
"96","A",1554033661603,4,"unmasked","Ap","cognative-conflic",3,61.3333333333333,60,1,0.333333333333333,"jnW1tFyKHUiW-VIDAAAC, rfeweOxBsVfObBsEAAAA, Wucd1cYD43FGpQUQAAAe",0.669221148058672,FALSE,0
"97","A",1554037862339,1,"unmasked","B","cognative-conflic",3,63.6666666666667,65,0,0,"g4dKxFRSmdjDdygjAAAF, LSHu10nUC-1_do2_AAAV, UJJgRO3m3heDz2QFAAAM",0.941773117854274,FALSE,0
"98","A",1554037862339,3,"unmasked","B","cognative-conflic",3,57.6666666666667,56,0,0,"E87bSPwJGCmSQJdRAAAk, g4dKxFRSmdjDdygjAAAF, Vrxq_8yIcTe-HRk7AAAW",0.240925195522725,FALSE,0
"99","A",1554043261926,1,"unmasked","A","cognative-conflic",3,43,35,0.666666666666667,0.333333333333333,"4QIYdwGRgxevsIvYAAA0, THRyzbBgEcnfTlK_AABG, W6QF9NS9drMl98teAAAm",-1.47225861462106,FALSE,0
"100","A",1554043261926,3,"unmasked","Ap","cognative-conflic",3,64.6666666666667,66,0.666666666666667,0.333333333333333,"4QIYdwGRgxevsIvYAAA0, THRyzbBgEcnfTlK_AABG, W6QF9NS9drMl98teAAAm",1.05858110490953,FALSE,0
"101","A",1554043861941,1,"masked","B","cognative-conflic",3,60.3333333333333,60,0,0.333333333333333,"7ghmGw3Q3imEpw-5AAAa, 91ZyqTAx7P9jFvn7AAAN, t7hPjHspNw8Y0QNvAAAe",0.552413161003414,FALSE,0
"102","A",1554043861941,2,"masked","A","cognative-conflic",3,62.3333333333333,67,0,0.333333333333333,"7ghmGw3Q3imEpw-5AAAa, AN4dPSKTefREYo74AAAw, S1m477Uf_OyhgJcLAAA1",0.78602913511393,FALSE,0
"103","A",1554043861941,3,"masked","B","cognative-conflic",3,49,43,0,0.666666666666667,"-lP-pQEtjSbDUGhbAAAt, 7ghmGw3Q3imEpw-5AAAa, YxBGj3yAksY8fwMUAAAS",-0.771410692289511,TRUE,1
"104","A",1554043861941,4,"masked","Ap","cognative-conflic",3,61,61,0,0,"7ghmGw3Q3imEpw-5AAAa, AN4dPSKTefREYo74AAAw, S1m477Uf_OyhgJcLAAA1",0.630285152373586,FALSE,0
"105","A",1554046261645,1,"masked","B","cognative-conflic",3,54,59,0,0.333333333333333,"dGfbedfhE-fA-wUQAAAL, hraGiO6APgF3ACrmAAAo, kU5fm2b87MZmHt5jAAAV",-0.187370757013221,FALSE,0
"106","A",1554046261645,2,"masked","A","cognative-conflic",3,54.6666666666667,55,0,0,"11i2Zy42S-OeOCrJAAAw, asxkv9Dt8uFEtJEdAAA3, PKoYtworX3iIgzSFAAAu",-0.109498765643049,FALSE,0
"107","A",1554046261645,4,"masked","Ap","cognative-conflic",3,47.6666666666667,52,0,0.666666666666667,"11i2Zy42S-OeOCrJAAAw, asxkv9Dt8uFEtJEdAAA3, PKoYtworX3iIgzSFAAAu",-0.927154675029856,TRUE,1
"108","A",1554048061707,2,"masked","A","cognative-conflic",3,60.6666666666667,58,0.333333333333333,0.333333333333333,"20i-pW5iuePBwQrSAAAt, Ph0cBkMLQdePtWZTAAAo, um2AIu0KtFbKdynRAAAE",0.5913491566885,FALSE,0
