"","room","batch","round","condition","team","task","n","teamMeanViability","teamMedianViability","groupManipulationCheck","teamProportionFracture","teamMembers","viabilityZ","teamFracture","fracture"
"547","D",1554227462031,1,"masked","A","intellective",3,57,57,0,0.333333333333333,"-4-iDehWAoPIc9VgAAA6, ChB9Rs5QXNI0WvmIAAA3, JQAMFOVcgLd9kJPtAAA4",0.163053204152554,FALSE,0
"548","D",1554227462031,3,"masked","Ap","intellective",3,56,56,0,0.333333333333333,"-4-iDehWAoPIc9VgAAA6, ChB9Rs5QXNI0WvmIAAA3, JQAMFOVcgLd9kJPtAAA4",0.0462452170972955,FALSE,0
"549","D",1554227462031,4,"masked","B","intellective",4,50.25,51.5,0.5,0.25,"f7uqRgj9GVqKufpUAAAi, JLM7R_YmLB48rgMjAAA-, JQAMFOVcgLd9kJPtAAA4, VUJV9ziby28DiZ4zAAAp",-0.625400708470439,FALSE,0
"550","D",1554231061588,1,"masked","B","intellective",4,63.25,63.5,0,0,"JqFFuWo4NQam7WWcAABO, o33NfFLwTFE63iTDAAAi, RBzfd3SrvlZhDT3XAAAm, S4NwSRl2bjXDvq-bAAA5",0.893103123247917,FALSE,0
"551","D",1554231061588,2,"masked","A","intellective",4,64.25,65.5,0,0,"hUT4TUOaAj-yLY2lAABI, o33NfFLwTFE63iTDAAAi, pMmIzR-ts8mLvyH0AABH, yQnfQFcnjjMGYgPUAAAj",1.00991111030318,FALSE,0
"552","D",1554231061588,3,"masked","B","intellective",3,57.6666666666667,56,0,0.333333333333333,"4BU_wTgiIoRUKrV8AABA, JqFFuWo4NQam7WWcAABO, yQnfQFcnjjMGYgPUAAAj",0.240925195522725,FALSE,0
"553","D",1554231061588,4,"masked","Ap","intellective",4,65.75,68.5,0,0,"hUT4TUOaAj-yLY2lAABI, o33NfFLwTFE63iTDAAAi, pMmIzR-ts8mLvyH0AABH, yQnfQFcnjjMGYgPUAAAj",1.18512309088606,FALSE,0
"554","D",1554294661432,1,"masked","A","intellective",3,46,50,0.333333333333333,0.333333333333333,"a4nYXM53VL4ir4GCAABB, bQN0459V8w4zGQWVAAAs, dfObPr9yM5nqhFFEAAAx",-1.12183465345529,FALSE,0
"555","D",1554294661432,2,"masked","B","intellective",3,62,62,0.333333333333333,0,"bQN0459V8w4zGQWVAAAs, F-kplGooeP9dU3QrAAAy, KQdYhSmqyxbGtoS0AAAw",0.747093139428844,FALSE,0
"556","D",1554294661432,3,"masked","Ap","intellective",3,40,50,0.333333333333333,0.333333333333333,"a4nYXM53VL4ir4GCAABB, bQN0459V8w4zGQWVAAAs, dfObPr9yM5nqhFFEAAAx",-1.82268257578683,FALSE,0
"557","D",1554294661432,4,"masked","B","intellective",4,45.5,46.5,0.5,0.75,"bQN0459V8w4zGQWVAAAs, NcuPKqBLs-xlYSP7AABK, QMoMf1P9WYDIpsGeAAA7, X4oTgUqwYXfZ64SyAAA8",-1.18023864698291,TRUE,1
"558","D",1554296461500,4,"masked","B","intellective",3,65.3333333333333,70,0,0.333333333333333,"IlNpwWKqm2dGzpyYAABD, TpBd-1W_mKpS0-ntAAAa, UPlbsNWcW3WG0QlRAAAt",1.1364530962797,FALSE,0
